# Simulation 8 (Data loaded from a file)
# 1012 data points written for 20 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s)
#
# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
53.068,1892.756,28.182,0.042,50.66,0.106,50.66,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.41,NaN,2.605,804.4,0.085
53.568,1878.67,28.162,0.063,49.76,0.106,49.76,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.415,NaN,2.697,805.8,0.085
54.068,1864.594,28.142,0.057,48.85,0.106,48.85,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.413,NaN,2.789,807.2,0.085
54.568,1850.528,28.122,0.099,47.923,0.106,47.923,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.421,NaN,2.88,808.7,0.085
55.068,1836.473,28.103,0.148,46.967,0.106,46.967,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.434,NaN,2.972,810.1,0.084
55.568,1822.428,28.083,0.151,45.975,0.105,45.975,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.431,NaN,3.063,811.5,0.084
56.068,1808.392,28.061,0.072,44.957,0.105,44.958,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.406,NaN,3.154,812.9,0.084
56.568,1794.367,28.042,0.135,43.916,0.105,43.916,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.423,NaN,3.245,814.3,0.084
57.068,1780.352,28.022,0.115,42.845,0.105,42.845,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.414,NaN,3.337,815.8,0.084
57.568,1766.346,28.001,0.047,41.757,0.105,41.757,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,3.428,817.2,0.084
58.068,1752.351,27.982,0.072,40.658,0.104,40.659,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.405,NaN,3.519,818.6,0.084
58.568,1738.365,27.962,0.073,39.545,0.104,39.545,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.405,NaN,3.61,820,0.084
59.068,1724.389,27.943,0.039,38.422,0.104,38.423,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.399,NaN,3.701,821.4,0.084
59.568,1710.422,27.925,0.177,37.322,0.104,37.322,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.433,NaN,3.791,822.8,0.084
60.068,1696.466,27.903,0.051,36.247,0.104,36.247,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.394,NaN,3.882,824.3,0.084
60.568,1682.519,27.885,0.135,35.192,0.103,35.192,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.413,NaN,3.973,825.7,0.084
61.068,1668.582,27.865,0.059,34.148,0.103,34.148,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.395,NaN,4.064,827.1,0.084
61.568,1654.655,27.846,0.085,33.088,0.103,33.089,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,4.154,828.5,0.083
62.068,1640.737,27.828,0.17,31.999,0.103,31.999,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.426,NaN,4.245,829.9,0.083
62.568,1626.829,27.807,0.055,30.884,0.103,30.884,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.389,NaN,4.335,831.3,0.083
63.068,1612.93,27.788,0.082,29.773,0.102,29.773,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.394,NaN,4.426,832.7,0.083
63.568,1599.041,27.769,0.047,28.668,0.102,28.668,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.389,NaN,4.516,834.1,0.083
64.068,1585.161,27.75,0.038,27.558,0.102,27.558,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.389,NaN,4.606,835.5,0.083
64.568,1571.291,27.732,0.07,26.44,0.102,26.441,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.394,NaN,4.696,836.9,0.083
65.068,1557.43,27.713,0.044,25.318,0.101,25.319,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.388,NaN,4.787,838.3,0.083
65.568,1543.578,27.694,0.082,24.208,0.101,24.208,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.393,NaN,4.877,839.7,0.083
66.068,1529.736,27.677,0.156,23.126,0.101,23.126,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.412,NaN,4.967,841.1,0.083
66.568,1515.903,27.657,0.056,22.068,0.101,22.068,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.383,NaN,5.057,842.6,0.083
67.068,1502.079,27.638,0.037,21.016,0.101,21.016,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.382,NaN,5.147,844,0.083
67.568,1488.265,27.62,0.059,19.97,0.1,19.971,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.385,NaN,5.236,845.3,0.083
68.068,1474.46,27.601,0.055,18.936,0.1,18.936,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.392,NaN,5.326,846.8,0.083
68.568,1460.664,27.582,0.04,17.907,0.1,17.908,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.397,NaN,5.416,848.3,0.082
69.068,1446.878,27.563,0.062,16.874,0.1,16.875,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.404,NaN,5.506,849.7,0.082
69.568,1433.101,27.544,0.048,15.839,0.1,15.839,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,5.595,851.2,0.082
70.068,1419.334,27.525,0.039,14.806,0.099,14.806,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.404,NaN,5.685,852.7,0.082
70.568,1405.577,27.506,0.059,13.766,0.099,13.767,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.407,NaN,5.774,854.1,0.082
71.068,1391.829,27.486,0.038,12.721,0.099,12.721,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,5.864,855.6,0.082
71.568,1378.091,27.467,0.039,11.677,0.099,11.677,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,5.953,857.1,0.082
72.068,1364.362,27.448,0.044,10.636,0.098,10.637,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,6.042,858.5,0.082
72.568,1350.643,27.43,0.135,9.615,0.098,9.615,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.421,NaN,6.132,860,0.082
73.068,1336.933,27.41,0.085,8.6,0.098,8.6,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.405,NaN,6.221,861.4,0.082
73.568,1323.233,27.391,0.091,7.586,0.098,7.586,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.404,NaN,6.31,862.9,0.082
74.068,1309.542,27.372,0.038,6.583,0.098,6.583,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.396,NaN,6.399,864.4,0.082
74.568,1295.861,27.354,0.064,5.587,0.097,5.588,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.399,NaN,6.488,865.8,0.082
75.068,1282.189,27.335,0.069,4.605,0.097,4.606,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.399,NaN,6.577,867.3,0.082
75.568,1268.526,27.316,0.041,3.632,0.097,3.634,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.395,NaN,6.666,868.7,0.082
76.068,1254.872,27.298,0.074,2.654,0.097,2.656,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,6.755,870.2,0.081
76.568,1241.228,27.28,0.072,1.66,0.097,1.663,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.398,NaN,6.843,871.6,0.081
77.068,1227.593,27.261,0.076,0.65,0.096,0.657,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.397,NaN,6.932,873.1,0.081
77.568,1213.967,27.243,0.096,-0.38,0.096,0.392,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,7.021,874.5,0.081
78.068,1200.351,27.224,0.051,-1.425,0.096,1.428,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.39,NaN,7.109,876,0.081
78.568,1186.743,27.206,0.039,-2.473,0.096,2.475,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.388,NaN,7.198,877.4,0.081
79.068,1173.145,27.188,0.039,-3.518,0.096,3.519,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.388,NaN,7.286,878.9,0.081
79.568,1159.556,27.17,0.049,-4.557,0.095,4.558,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.389,NaN,7.375,880.3,0.081
80.068,1145.975,27.152,0.07,-5.584,0.095,5.585,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.391,NaN,7.463,881.8,0.081
80.568,1132.404,27.134,0.069,-6.611,0.095,6.612,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.39,NaN,7.551,883.2,0.081
81.068,1118.842,27.116,0.08,-7.637,0.095,7.638,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.39,NaN,7.639,884.7,0.081
81.568,1105.288,27.098,0.053,-8.659,0.095,8.66,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.385,NaN,7.728,886.1,0.081
82.068,1091.744,27.08,0.06,-9.68,0.095,9.68,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.385,NaN,7.816,887.5,0.081
82.568,1078.209,27.063,0.14,-10.678,0.094,10.678,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.403,NaN,7.904,889,0.081
83.068,1064.682,27.045,0.143,-11.642,0.094,11.642,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.4,NaN,7.992,890.4,0.081
83.568,1051.165,27.027,0.094,-12.577,0.094,12.578,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.383,NaN,8.08,891.9,0.08
84.068,1037.656,27.009,0.101,-13.49,0.094,13.49,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.385,NaN,8.167,893.3,0.08
84.568,1024.156,26.991,0.035,-14.39,0.094,14.391,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.375,NaN,8.255,894.7,0.08
85.068,1010.665,26.974,0.058,-15.284,0.093,15.284,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.378,NaN,8.343,896.2,0.08
85.568,997.182,26.957,0.043,-16.175,0.093,16.175,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.377,NaN,8.431,897.6,0.08
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=85.569 seconds
86.068,983.708,26.94,0.069,-17.077,0.093,17.077,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,114.383,NaN,8.518,899.1,0.08
86.072,983.612,26.439,139.297,-17.083,0.093,17.084,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1735.83,NaN,8.606,900.6,0.08
86.073,983.586,26.305,133.814,-17.085,0.093,17.086,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1671.993,NaN,8.607,900.6,0.079
86.074,983.56,26.173,132.365,-17.087,0.093,17.087,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1655.115,NaN,8.607,900.6,0.078
86.075,983.534,26.042,130.938,-17.089,0.093,17.089,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1638.505,NaN,8.607,900.6,0.078
86.076,983.508,25.912,129.534,-17.091,0.093,17.091,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1622.156,NaN,8.607,900.6,0.077
86.077,983.482,25.784,128.152,-17.093,0.093,17.093,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1606.063,NaN,8.607,900.6,0.077
86.078,983.456,25.657,126.791,-17.094,0.093,17.095,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1590.221,NaN,8.607,900.6,0.077
86.079,983.43,25.532,125.451,-17.096,0.093,17.096,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1574.624,NaN,8.608,900.6,0.076
86.08,983.405,25.408,124.132,-17.098,0.093,17.098,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1559.267,NaN,8.608,900.6,0.076
86.081,983.38,25.285,122.834,-17.1,0.093,17.1,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1544.146,NaN,8.608,900.6,0.076
86.082,983.354,25.164,121.555,-17.102,0.093,17.102,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1529.256,NaN,8.608,900.6,0.075
86.083,983.329,25.043,120.295,-17.103,0.093,17.104,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1514.592,NaN,8.608,900.6,0.075
86.084,983.304,24.924,119.055,-17.105,0.093,17.106,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1500.15,NaN,8.608,900.6,0.074
86.085,983.279,24.806,117.833,-17.107,0.093,17.107,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1485.924,NaN,8.609,900.6,0.074
86.086,983.255,24.69,116.63,-17.109,0.093,17.109,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1471.911,NaN,8.609,900.6,0.074
86.087,983.23,24.574,115.444,-17.111,0.093,17.111,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1458.107,NaN,8.609,900.6,0.073
86.088,983.206,24.46,114.276,-17.113,0.093,17.113,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1444.507,NaN,8.609,900.6,0.073
86.089,983.181,24.347,113.125,-17.114,0.093,17.115,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1431.107,NaN,8.609,900.6,0.073
86.09,983.157,24.235,111.991,-17.116,0.093,17.116,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1417.904,NaN,8.609,900.6,0.072
86.091,983.133,24.124,110.874,-17.118,0.093,17.118,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1404.894,NaN,8.609,900.6,0.072
86.092,983.109,24.014,109.772,-17.12,0.093,17.12,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1392.072,NaN,8.61,900.6,0.072
86.093,983.085,23.906,108.687,-17.122,0.093,17.122,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1379.436,NaN,8.61,900.6,0.071
86.094,983.061,23.798,107.617,-17.123,0.093,17.124,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1366.981,NaN,8.61,900.6,0.071
86.095,983.037,23.691,106.563,-17.125,0.093,17.126,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1354.705,NaN,8.61,900.6,0.071
86.096,983.013,23.586,105.524,-17.127,0.093,17.127,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1342.603,NaN,8.61,900.6,0.07
86.097,982.99,23.481,104.499,-17.129,0.093,17.129,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1330.673,NaN,8.61,900.6,0.07
86.098,982.966,23.378,103.489,-17.131,0.093,17.131,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1318.912,NaN,8.611,900.6,0.07
86.099,982.943,23.275,102.493,-17.133,0.093,17.133,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1307.315,NaN,8.611,900.6,0.069
86.1,982.919,23.172,101.507,-17.134,0.093,17.135,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1295.835,NaN,8.611,900.7,0.069
86.101,982.896,23.068,100.521,-17.136,0.093,17.137,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1284.356,NaN,8.611,900.7,0.069
86.102,982.871,22.964,99.535,-17.138,0.093,17.138,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1272.878,NaN,8.611,900.7,0.069
86.103,982.847,22.859,98.549,-17.14,0.093,17.14,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1261.401,NaN,8.611,900.7,0.068
86.104,982.823,22.754,97.564,-17.142,0.093,17.142,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1249.926,NaN,8.611,900.7,0.068
86.105,982.798,22.648,96.579,-17.144,0.093,17.144,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1238.453,NaN,8.612,900.7,0.068
86.106,982.773,22.542,95.593,-17.146,0.093,17.146,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1226.981,NaN,8.612,900.7,0.067
86.107,982.747,22.435,94.608,-17.148,0.093,17.148,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1215.511,NaN,8.612,900.7,0.067
86.108,982.722,22.328,93.623,-17.15,0.093,17.151,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1204.042,NaN,8.612,900.7,0.067
86.11,982.696,22.221,92.638,-17.152,0.093,17.153,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1192.576,NaN,8.612,900.7,0.066
86.111,982.67,22.112,91.654,-17.155,0.093,17.155,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1181.111,NaN,8.612,900.7,0.066
86.112,982.643,22.004,90.669,-17.157,0.093,17.157,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1169.648,NaN,8.613,900.7,0.066
86.113,982.616,21.895,89.685,-17.159,0.093,17.159,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1158.187,NaN,8.613,900.7,0.065
86.114,982.589,21.785,88.7,-17.161,0.093,17.161,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1146.727,NaN,8.613,900.7,0.065
86.116,982.562,21.675,87.716,-17.163,0.093,17.164,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1135.27,NaN,8.613,900.7,0.065
86.117,982.535,21.564,86.733,-17.166,0.093,17.166,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1123.815,NaN,8.613,900.7,0.064
86.118,982.507,21.453,85.749,-17.168,0.093,17.168,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1112.361,NaN,8.614,900.7,0.064
86.12,982.478,21.341,84.765,-17.171,0.093,17.171,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1100.91,NaN,8.614,900.7,0.064
86.121,982.45,21.228,83.782,-17.173,0.093,17.173,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1089.461,NaN,8.614,900.7,0.063
86.122,982.421,21.115,82.799,-17.176,0.093,17.176,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1078.014,NaN,8.614,900.7,0.063
86.124,982.392,21.002,81.816,-17.178,0.093,17.178,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1066.569,NaN,8.614,900.7,0.063
86.125,982.362,20.887,80.833,-17.181,0.093,17.181,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1055.126,NaN,8.614,900.7,0.062
86.127,982.332,20.773,79.851,-17.183,0.093,17.184,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1043.686,NaN,8.615,900.7,0.062
86.128,982.302,20.657,78.868,-17.186,0.093,17.186,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1032.248,NaN,8.615,900.7,0.062
86.13,982.271,20.541,77.886,-17.189,0.093,17.189,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1020.812,NaN,8.615,900.7,0.061
86.131,982.24,20.425,76.904,-17.191,0.093,17.192,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,1009.379,NaN,8.615,900.7,0.061
86.133,982.209,20.307,75.922,-17.194,0.093,17.195,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,997.948,NaN,8.615,900.7,0.061
86.134,982.177,20.189,74.941,-17.197,0.093,17.197,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,986.52,NaN,8.616,900.7,0.06
86.136,982.144,20.071,73.96,-17.2,0.093,17.2,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,975.095,NaN,8.616,900.7,0.06
86.137,982.112,19.951,72.978,-17.203,0.093,17.203,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,963.672,NaN,8.616,900.7,0.06
86.139,982.079,19.831,71.998,-17.206,0.093,17.206,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,952.252,NaN,8.616,900.7,0.059
86.141,982.045,19.711,71.017,-17.209,0.093,17.21,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,940.835,NaN,8.616,900.7,0.059
86.143,982.011,19.589,70.037,-17.212,0.093,17.213,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,929.421,NaN,8.617,900.8,0.059
86.144,981.976,19.467,69.057,-17.216,0.093,17.216,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,918.01,NaN,8.617,900.8,0.058
86.146,981.941,19.344,68.077,-17.219,0.093,17.219,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,906.602,NaN,8.617,900.8,0.058
86.148,981.906,19.221,67.097,-17.222,0.093,17.223,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,895.197,NaN,8.617,900.8,0.057
86.15,981.87,19.096,66.118,-17.226,0.093,17.226,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,883.795,NaN,8.618,900.8,0.057
86.152,981.833,18.971,65.139,-17.229,0.093,17.23,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,872.397,NaN,8.618,900.8,0.057
86.154,981.796,18.845,64.16,-17.233,0.093,17.233,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,861.001,NaN,8.618,900.8,0.056
86.156,981.758,18.718,63.182,-17.237,0.093,17.237,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,849.608,NaN,8.618,900.8,0.056
86.158,981.72,18.591,62.204,-17.24,0.093,17.241,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,838.219,NaN,8.619,900.8,0.056
86.16,981.681,18.462,61.226,-17.244,0.093,17.245,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,826.834,NaN,8.619,900.8,0.055
86.162,981.642,18.333,60.248,-17.248,0.093,17.249,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,815.453,NaN,8.619,900.8,0.055
86.164,981.602,18.203,59.271,-17.252,0.093,17.253,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,804.075,NaN,8.619,900.8,0.054
86.166,981.561,18.072,58.294,-17.257,0.093,17.257,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,792.702,NaN,8.62,900.8,0.054
86.169,981.519,17.94,57.318,-17.261,0.093,17.261,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,781.333,NaN,8.62,900.8,0.054
86.171,981.477,17.807,56.342,-17.265,0.093,17.265,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,769.968,NaN,8.62,900.8,0.053
86.174,981.434,17.673,55.366,-17.27,0.093,17.27,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,758.607,NaN,8.62,900.8,0.053
86.176,981.391,17.538,54.391,-17.274,0.093,17.274,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,747.251,NaN,8.621,900.8,0.053
86.179,981.346,17.403,53.416,-17.279,0.093,17.279,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,735.9,NaN,8.621,900.8,0.052
86.181,981.301,17.266,52.441,-17.284,0.093,17.284,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,724.553,NaN,8.621,900.8,0.052
86.184,981.255,17.128,51.467,-17.289,0.093,17.289,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,713.212,NaN,8.622,900.8,0.051
86.187,981.208,16.989,50.494,-17.294,0.093,17.294,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,701.876,NaN,8.622,900.8,0.051
86.189,981.16,16.849,49.52,-17.299,0.093,17.299,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,690.545,NaN,8.622,900.8,0.05
86.192,981.112,16.708,48.548,-17.304,0.093,17.305,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,679.22,NaN,8.622,900.9,0.05
86.195,981.062,16.566,47.576,-17.31,0.093,17.31,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,667.9,NaN,8.623,900.9,0.05
86.198,981.011,16.423,46.604,-17.316,0.093,17.316,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,656.587,NaN,8.623,900.9,0.049
86.202,980.959,16.278,45.633,-17.322,0.093,17.322,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,645.279,NaN,8.623,900.9,0.049
86.205,980.906,16.133,44.662,-17.328,0.093,17.328,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,633.979,NaN,8.624,900.9,0.048
86.208,980.852,15.986,43.692,-17.334,0.093,17.334,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,622.685,NaN,8.624,900.9,0.048
86.212,980.797,15.837,42.723,-17.34,0.093,17.341,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,611.399,NaN,8.624,900.9,0.048
86.215,980.741,15.688,41.754,-17.347,0.093,17.347,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,600.119,NaN,8.625,900.9,0.047
86.219,980.683,15.537,40.786,-17.354,0.093,17.354,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,588.847,NaN,8.625,900.9,0.047
86.223,980.624,15.385,39.819,-17.361,0.093,17.361,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,577.583,NaN,8.626,900.9,0.046
86.227,980.563,15.231,38.852,-17.369,0.093,17.369,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,566.327,NaN,8.626,900.9,0.046
86.231,980.501,15.076,37.886,-17.376,0.093,17.377,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,555.08,NaN,8.626,900.9,0.045
86.235,980.438,14.92,36.921,-17.384,0.093,17.384,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,543.842,NaN,8.627,900.9,0.045
86.239,980.373,14.762,35.956,-17.392,0.093,17.393,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,532.613,NaN,8.627,900.9,0.044
86.244,980.306,14.602,34.993,-17.401,0.093,17.401,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,521.394,NaN,8.628,900.9,0.044
86.249,980.237,14.441,34.03,-17.41,0.093,17.41,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,510.185,NaN,8.628,900.9,0.043
86.254,980.166,14.278,33.068,-17.419,0.093,17.42,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,498.987,NaN,8.628,901,0.043
86.259,980.093,14.114,32.108,-17.429,0.093,17.429,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,487.801,NaN,8.629,901,0.042
86.264,980.018,13.947,31.148,-17.439,0.093,17.439,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,476.628,NaN,8.629,901,0.042
86.27,979.941,13.779,30.19,-17.45,0.093,17.45,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,465.468,NaN,8.63,901,0.041
86.276,979.861,13.609,29.233,-17.461,0.093,17.461,NaN,1.164e4,2676,NaN,NaN,NaN,NaN,0,454.32,NaN,8.63,901,0.041
